epoch_0batch_0_input,14562.87
epoch_1batch_1_input,12429.805
epoch_2batch_2_input,5599.334
epoch_3batch_3_input,8977.053
epoch_4batch_4_input,8121.1978
epoch_5batch_5_input,12424.867
epoch_6batch_6_input,12429.403
epoch_7batch_7_input,14386.933
epoch_8batch_8_input,6890.6196
epoch_9batch_9_input,7214.3984
epoch_10batch_10_input,7299.132
epoch_11batch_11_input,14564.229
epoch_12batch_12_input,12433.584
epoch_13batch_13_input,13356.636
epoch_14batch_14_input,7396.5156
epoch_15batch_15_input,6108.6196
epoch_16batch_16_input,8123.8115
epoch_17batch_17_input,7131.992
epoch_18batch_18_input,7117.8076
epoch_19batch_19_input,6791.8164
epoch_20batch_20_input,14991.487
epoch_21batch_21_input,7443.845
epoch_22batch_22_input,8129.2593
epoch_23batch_23_input,14996.974
epoch_24batch_24_input,6994.8594
epoch_25batch_25_input,7145.6123
epoch_26batch_26_input,8124.5093
epoch_27batch_27_input,7371.7236
epoch_28batch_28_input,8828.851
epoch_29batch_29_input,13390.7705
epoch_30batch_30_input,11004.967
epoch_31batch_31_input,12430.443
epoch_32batch_32_input,7504.0757
epoch_33batch_33_input,5548.591
epoch_34batch_34_input,12434.286
epoch_35batch_35_input,13377.026
epoch_36batch_36_input,7764.2695
epoch_37batch_37_input,7916.575
epoch_38batch_38_input,7326.798
epoch_39batch_39_input,8120.2188
epoch_40batch_40_input,14994.982
epoch_41batch_41_input,7763.332
epoch_42batch_42_input,7244.724
epoch_43batch_43_input,14563.817
epoch_44batch_44_input,7390.651
epoch_45batch_45_input,13366.928
epoch_46batch_46_input,14560.317
epoch_47batch_47_input,5550.135
epoch_48batch_48_input,7315.693
epoch_49batch_49_input,7764.827
epoch_50batch_50_input,7133.689
epoch_51batch_51_input,14994.516
epoch_52batch_52_input,14386.974
epoch_53batch_53_input,7282.292
epoch_54batch_54_input,6882.2188
epoch_55batch_55_input,11051.295
epoch_56batch_56_input,14993.683
epoch_57batch_57_input,12436.778
epoch_58batch_58_input,6851.5806
epoch_59batch_59_input,7080.5703
epoch_60batch_60_input,8117.1064
epoch_61batch_61_input,14990.56
epoch_62batch_62_input,8122.444
epoch_63batch_63_input,7308.8584
epoch_64batch_0_input,6498.663
epoch_65batch_1_input,6789.2354
epoch_66batch_2_input,6958.1587
epoch_67batch_3_input,5890.958
epoch_68batch_4_input,6456.1577
epoch_69batch_5_input,9603.181
epoch_70batch_6_input,5891.596
epoch_71batch_7_input,9641.309
epoch_72batch_8_input,6057.6895
epoch_73batch_9_input,8677.021
epoch_74batch_10_input,6182.7603
epoch_75batch_11_input,5571.4116
epoch_76batch_12_input,6491.014
epoch_77batch_13_input,5255.777
epoch_78batch_14_input,13107.55
epoch_79batch_15_input,5246.5776
epoch_80batch_16_input,6429.392
epoch_81batch_17_input,5723.335
epoch_82batch_18_input,6485.6826
epoch_83batch_19_input,6522.1685
epoch_84batch_20_input,13104.408
epoch_85batch_21_input,6044.878
epoch_86batch_22_input,13600.6875
epoch_87batch_23_input,4333.644
epoch_88batch_24_input,6492.6416
epoch_89batch_25_input,6490.8354
epoch_90batch_26_input,4334.5215
epoch_91batch_27_input,6880.858
epoch_92batch_28_input,4333.6855
epoch_93batch_29_input,6526.1978
epoch_94batch_30_input,5252.312
epoch_95batch_31_input,6418.4204
epoch_96batch_32_input,14818.589
epoch_97batch_33_input,8473.264
epoch_98batch_34_input,8652.636
epoch_99batch_35_input,12728.422
epoch_100batch_36_input,4336.286
epoch_101batch_37_input,9616.899
epoch_102batch_38_input,5568.572
epoch_103batch_39_input,5554.6094
epoch_104batch_40_input,5759.768
epoch_105batch_41_input,5548.717
epoch_106batch_42_input,12735.311
epoch_107batch_43_input,14815.859
epoch_108batch_44_input,4336.3403
epoch_109batch_45_input,6228.6904
epoch_110batch_46_input,6488.783
epoch_111batch_47_input,6491.3506
epoch_112batch_48_input,12730.911
epoch_113batch_49_input,5670.69
epoch_114batch_50_input,14810.222
epoch_115batch_51_input,5702.6787
epoch_116batch_52_input,13623.131
epoch_117batch_53_input,12730.0205
epoch_118batch_54_input,5919.409
epoch_119batch_55_input,6416.023
epoch_120batch_56_input,4526.9023
epoch_121batch_57_input,14814.682
epoch_122batch_58_input,5665.971
epoch_123batch_59_input,4337.579
epoch_124batch_60_input,12729.961
epoch_125batch_61_input,14815.972
epoch_126batch_62_input,6495.399
epoch_127batch_63_input,5945.387
epoch_128batch_0_input,11322.812
epoch_129batch_1_input,11325.598
epoch_130batch_2_input,9454.764
epoch_131batch_3_input,10598.085
epoch_132batch_4_input,6869.823
epoch_133batch_5_input,11999.281
epoch_134batch_6_input,7473.328
epoch_135batch_7_input,8234.588
epoch_136batch_8_input,10866.769
epoch_137batch_9_input,9510.969
epoch_138batch_10_input,5812.59
epoch_139batch_11_input,6885.7876
epoch_140batch_12_input,9354.245
